health_statement,label,source_type
Handwashing reduces the spread of infectious diseases,true,comment
Mental health therapy can reduce anxiety and depression,true,comment
Smoking increases the risk of lung cancer,true,blog
A balanced diet improves overall immune health,true,tweet
High blood pressure increases the risk of stroke,true,comment
Detox drinks can remove all toxins instantly,false,tweet
Handwashing reduces the spread of infectious diseases,true,news
You do not need sleep if you meditate daily,false,tweet
Drinking bleach can kill viruses inside the body,false,forum
Vaccines cause autism,false,comment
Wearing glasses permanently weakens eyesight,false,comment
Diabetes can be permanently cured by herbal tea,false,news
Detox drinks can remove all toxins instantly,false,blog
Physical activity helps control body weight,true,tweet
Regular exercise helps reduce the risk of heart disease,true,tweet
Physical activity helps control body weight,true,tweet
Wearing glasses permanently weakens eyesight,false,news
You do not need sleep if you meditate daily,false,comment
Skipping meals is the healthiest way to lose weight,false,forum
Drinking bleach can kill viruses inside the body,false,tweet
Smoking increases the risk of lung cancer,true,blog
A balanced diet improves overall immune health,true,comment
Proper hydration helps maintain body temperature,true,forum
You do not need sleep if you meditate daily,false,comment
Adequate sleep improves mental and physical health,true,tweet
Regular exercise helps reduce the risk of heart disease,true,news
Drinking enough water supports kidney function,true,forum
Mental health therapy can reduce anxiety and depression,true,tweet
Handwashing reduces the spread of infectious diseases,true,blog
A balanced diet improves overall immune health,true,forum
Fasting alone can cure chronic diseases,false,news
Cancer can be cured only through faith healing,false,forum
Diabetes can be permanently cured by herbal tea,false,news
Skipping meals is the healthiest way to lose weight,false,blog
Insulin regulates blood sugar levels,true,comment
Early cancer screening improves survival rates,true,comment
Drinking enough water supports kidney function,true,comment
Antibiotics are effective against bacterial infections,true,blog
Handwashing reduces the spread of infectious diseases,true,news
Drinking alcohol improves immunity,false,comment
Adequate sleep improves mental and physical health,true,forum
A balanced diet improves overall immune health,true,comment
Handwashing reduces the spread of infectious diseases,true,tweet
Physical activity helps control body weight,true,forum
Vaccines help the immune system recognize and fight infections,true,news
Mental health therapy can reduce anxiety and depression,true,forum
Skipping meals is the healthiest way to lose weight,false,tweet
Insulin regulates blood sugar levels,true,blog
Garlic can completely cure COVID-19,false,forum
Drinking enough water supports kidney function,true,forum
Detox drinks can remove all toxins instantly,false,news
A balanced diet improves overall immune health,true,news
Drinking enough water supports kidney function,true,blog
Drinking bleach can kill viruses inside the body,false,comment
Proper hydration helps maintain body temperature,true,blog
All cancers are caused by mobile phone radiation,false,tweet
Homeopathy can replace all modern medicines,false,forum
Drinking bleach can kill viruses inside the body,false,blog
Detox drinks can remove all toxins instantly,false,forum
Drinking enough water supports kidney function,true,news
Detox drinks can remove all toxins instantly,false,comment
Cancer can be cured only through faith healing,false,blog
Cancer can be cured only through faith healing,false,blog
Drinking alcohol improves immunity,false,tweet
Homeopathy can replace all modern medicines,false,tweet
Smoking increases the risk of lung cancer,true,blog
Drinking alcohol improves immunity,false,forum
Garlic can completely cure COVID-19,false,news
All cancers are caused by mobile phone radiation,false,tweet
Mental health therapy can reduce anxiety and depression,true,tweet
You do not need sleep if you meditate daily,false,news
Smoking increases the risk of lung cancer,true,tweet
Insulin regulates blood sugar levels,true,news
Insulin regulates blood sugar levels,true,blog
Early cancer screening improves survival rates,true,comment
Drinking alcohol improves immunity,false,tweet
Adequate sleep improves mental and physical health,true,comment
A balanced diet improves overall immune health,true,tweet
Vaccination reduces the spread of infectious diseases,true,forum
High blood pressure increases the risk of stroke,true,forum
Garlic can completely cure COVID-19,false,tweet
Skipping meals is the healthiest way to lose weight,false,blog
A balanced diet improves overall immune health,true,blog
Handwashing reduces the spread of infectious diseases,true,forum
Cancer can be cured only through faith healing,false,comment
Vaccines cause autism,false,blog
Fasting alone can cure chronic diseases,false,comment
Fasting alone can cure chronic diseases,false,tweet
Drinking enough water supports kidney function,true,tweet
Antibiotics are effective against bacterial infections,true,tweet
Handwashing reduces the spread of infectious diseases,true,news
Antibiotics can cure viral infections like flu,false,news
Homeopathy can replace all modern medicines,false,comment
High blood pressure increases the risk of stroke,true,tweet
Skipping meals is the healthiest way to lose weight,false,blog
Handwashing reduces the spread of infectious diseases,true,comment
Mental illness is caused by evil spirits,false,tweet
Diabetes can be permanently cured by herbal tea,false,forum
Vaccines help the immune system recognize and fight infections,true,comment
Antibiotics can cure viral infections like flu,false,forum
Handwashing reduces the spread of infectious diseases,true,comment
Fasting alone can cure chronic diseases,false,tweet
Insulin regulates blood sugar levels,true,news
Wearing glasses permanently weakens eyesight,false,tweet
Homeopathy can replace all modern medicines,false,news
Antibiotics can cure viral infections like flu,false,blog
Fasting alone can cure chronic diseases,false,comment
Vaccines cause autism,false,blog
Adequate sleep improves mental and physical health,true,blog
Vaccines cause autism,false,news
You do not need sleep if you meditate daily,false,forum
Drinking enough water supports kidney function,true,tweet
Homeopathy can replace all modern medicines,false,forum
Insulin regulates blood sugar levels,true,blog
You do not need sleep if you meditate daily,false,news
Physical activity helps control body weight,true,tweet
A balanced diet improves overall immune health,true,tweet
Fasting alone can cure chronic diseases,false,news
Drinking alcohol improves immunity,false,forum
